Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
37.19,26.96,499.5,0,0.01375,0.7058
37.19,27.06,499.5,0,0.01559,0.7058
37.19,27.16,499.5,0,0.01719,0.7058
37.19,27.26,499.5,0,0.01843,0.7058
37.19,27.36,499.5,0,0.01924,0.7058
37.19,27.46,499.5,0,0.01959,0.7058
37.19,27.56,499.5,0,0.01955,0.7058
37.19,27.66,499.5,0,0.01922,0.7058
37.19,27.76,499.5,0,0.01878,0.7058
37.19,27.86,499.5,0,0.01837,0.7058
37.19,27.96,499.5,0,0.01811,0.7058
37.19,28.06,499.5,0.0276283,0.01808,0.7058
37.19,28.16,499.5,0.138142,0.01825,0.7058
37.19,28.26,499.5,0.110513,0.01855,0.7058
37.19,28.36,499.5,0.0276283,0.01888,0.7058
37.19,28.46,499.5,0,0.01916,0.7058
37.19,28.56,499.5,0.0828849,0.01935,0.7058
37.19,28.66,499.5,0,0.01946,0.7058
37.19,28.76,499.5,0,0.01956,0.7058
37.19,28.86,499.5,0,0.01975,0.7058
37.19,28.96,499.5,0,0.02008,0.7058
37.19,29.06,499.5,0,0.02059,0.7058
37.19,29.16,499.5,0,0.02127,0.7058
37.19,29.26,499.5,0,0.02215,0.7058
37.19,29.36,499.5,0,0.0233,0.7058
37.19,29.46,499.5,0,0.02483,0.7058
37.19,29.56,499.5,0,0.02686,0.7058
37.19,29.66,499.5,0,0.0294,0.7058
37.19,29.76,499.5,0,0.0323,0.7058
37.19,29.86,499.5,0,0.03521,0.7058
37.19,29.96,499.5,0,0.03761,0.7058
37.19,30.06,499.5,0,0.03898,0.7058
37.19,30.16,499.5,0,0.03888,0.7058
37.19,30.26,499.5,0,0.03712,0.7058
37.19,30.36,499.5,0,0.03378,0.7058
37.19,30.46,499.5,0,0.02926,0.7058
37.19,30.56,499.5,0,0.02409,0.7058
37.19,30.66,499.5,0,0.01888,0.7058
37.19,30.76,499.5,0,0.01416,0.7058
37.19,30.86,499.5,0,0.01031,0.7058
37.19,30.96,499.5,0,0.007522,0.7058
37.19,31.06,499.5,0,0.005861,0.7058
37.19,31.16,499.5,0,0.005277,0.7058
37.19,31.26,499.5,0,0.005661,0.7058
37.19,31.36,499.5,0,0.006867,0.7058
37.19,31.46,499.5,0,0.00872,0.7058
37.19,31.56,499.5,0,0.01102,0.7058
37.19,31.66,499.5,0,0.01354,0.7058
37.19,31.76,499.5,0,0.01605,0.7058
37.19,31.86,499.5,0,0.01836,0.7058
37.19,31.96,499.5,0,0.0203,0.7058
37.19,32.06,499.5,0,0.02178,0.7058
37.19,32.16,499.5,0,0.02271,0.7058
37.19,32.26,499.5,0,0.02308,0.7058
37.19,32.36,499.5,0,0.02288,0.7058
37.19,32.46,499.5,0.0276283,0.02219,0.7058
37.19,32.56,499.5,0,0.02117,0.7058
37.19,32.66,499.5,0,0.02012,0.7058
37.19,32.76,499.5,0,0.01948,0.7058
37.19,32.86,499.5,0,0.01979,0.7058
37.19,32.96,499.5,0,0.02159,0.7058
37.19,33.06,499.5,0,0.02534,0.7058
37.19,33.16,499.5,0,0.0312,0.7058
37.19,33.26,499.5,0,0.03902,0.7058
37.19,33.36,499.5,0.0828849,0.04823,0.7058
37.19,33.46,499.5,0,0.05793,0.7058
37.19,33.56,499.5,0,0.06706,0.7058
37.19,33.66,499.5,0.0276283,0.0746,0.7058
37.19,33.76,499.5,0,0.07989,0.7058
37.19,33.86,499.5,0,0.08276,0.7058
37.19,33.96,499.5,0,0.08364,0.7058
37.19,34.06,499.5,0,0.08346,0.7058
37.19,34.16,499.5,0,0.08337,0.7058
37.19,34.26,499.5,0,0.08444,0.7058
37.19,34.36,499.5,0,0.08733,0.7058
37.19,34.46,499.5,0,0.09214,0.7058
37.19,34.56,499.5,0,0.09836,0.7058
37.19,34.66,499.5,0,0.1051,0.7058
37.19,34.76,499.5,0,0.1112,0.7058
37.19,34.86,499.5,0,0.1158,0.7058
37.19,34.96,499.5,0,0.1185,0.7058
37.19,35.06,499.5,0,0.1192,0.7058
37.19,35.16,499.5,0,0.1182,0.7058
37.19,35.26,499.5,0,0.1163,0.7058
37.19,35.36,499.5,0,0.114,0.7058
37.19,35.46,499.5,0,0.1119,0.7058
37.19,35.56,499.5,0,0.1104,0.7058
37.19,35.66,499.5,0,0.1096,0.7058
37.19,35.76,499.5,0,0.1097,0.7058
37.09,26.56,499.5,0,0.005097,0.7058
37.09,26.66,499.5,0,0.006465,0.7058
37.09,26.76,499.5,0,0.008077,0.7058
37.09,26.86,499.5,0,0.009918,0.7058
37.09,26.96,499.5,0,0.01194,0.7058
37.09,27.06,499.5,0,0.01406,0.7058
37.09,27.16,499.5,0,0.01617,0.7058
37.09,27.26,499.5,0,0.01812,0.7058
37.09,27.36,499.5,0,0.01979,0.7058
37.09,27.46,499.5,0,0.02109,0.7058
37.09,27.56,499.5,0,0.02197,0.7058
37.09,27.66,499.5,0,0.02248,0.7058
37.09,27.76,499.5,0,0.02271,0.7058
37.09,27.86,499.5,0,0.02279,0.7058
37.09,27.96,499.5,0,0.02283,0.7058
37.09,28.06,499.5,0,0.02291,0.7058
37.09,28.16,499.5,0,0.02303,0.7058
37.09,28.26,499.5,0,0.02317,0.7058
37.09,28.36,499.5,0,0.02324,0.7058
37.09,28.46,499.5,0,0.02318,0.7058
37.09,28.56,499.5,0,0.02299,0.7058
37.09,28.66,499.5,0,0.02272,0.7058
37.09,28.76,499.5,0,0.02248,0.7058
37.09,28.86,499.5,0,0.0224,0.7058
37.09,28.96,499.5,0,0.02261,0.7058
37.09,29.06,499.5,0,0.02321,0.7058
37.09,29.16,499.5,0.0276283,0.02428,0.7058
37.09,29.26,499.5,0.0276283,0.02593,0.7058
37.09,29.36,499.5,0,0.02831,0.7058
37.09,29.46,499.5,0,0.03159,0.7058
37.09,29.56,499.5,0,0.03587,0.7058
37.09,29.66,499.5,0,0.04108,0.7058
37.09,29.76,499.5,0,0.04686,0.7058
37.09,29.86,499.5,0,0.05257,0.7058
37.09,29.96,499.5,0,0.05736,0.7058
37.09,30.06,499.5,0,0.06035,0.7058
37.09,30.16,499.5,0,0.06086,0.7058
37.09,30.26,499.5,0,0.05858,0.7058
37.09,30.36,499.5,0,0.05368,0.7058
37.09,30.46,499.5,0,0.04676,0.7058
37.09,30.56,499.5,0,0.03871,0.7058
37.09,30.66,499.5,0,0.03048,0.7058
37.09,30.76,499.5,0,0.02293,0.7058
37.09,30.86,499.5,0,0.01663,0.7058
37.09,30.96,499.5,0,0.01189,0.7058
37.09,31.06,499.5,0,0.008767,0.7058
37.09,31.16,499.5,0,0.007143,0.7058
37.09,31.26,499.5,0,0.006829,0.7058
37.09,31.36,499.5,0,0.007616,0.7058
37.09,31.46,499.5,0,0.009296,0.7058
37.09,31.56,499.5,0,0.01167,0.7058
37.09,31.66,499.5,0,0.01453,0.7058
37.09,31.76,499.5,0,0.01766,0.7058
37.09,31.86,499.5,0,0.02084,0.7058
37.09,31.96,499.5,0,0.02387,0.7058
37.09,32.06,499.5,0,0.02654,0.7058
37.09,32.16,499.5,0,0.02865,0.7058
37.09,32.26,499.5,0,0.03005,0.7058
37.09,32.36,499.5,0,0.03064,0.7058
37.09,32.46,499.5,0,0.03043,0.7058
37.09,32.56,499.5,0,0.02961,0.7058
37.09,32.66,499.5,0,0.02859,0.7058
37.09,32.76,499.5,0,0.02798,0.7058
37.09,32.86,499.5,0,0.02854,0.7058
37.09,32.96,499.5,0,0.03105,0.7058
37.09,33.06,499.5,0,0.03611,0.7058
37.09,33.16,499.5,0,0.04399,0.7058
37.09,33.26,499.5,0,0.05442,0.7058
37.09,33.36,499.5,0,0.06662,0.7058
37.09,33.46,499.5,0,0.07932,0.7058
37.09,33.56,499.5,0,0.09101,0.7058
37.09,33.66,499.5,0,0.1003,0.7058
37.09,33.76,499.5,0,0.1061,0.7058
37.09,33.86,499.5,0,0.1082,0.7058
37.09,33.96,499.5,0,0.1071,0.7058
37.09,34.06,499.5,0,0.1038,0.7058
37.09,34.16,499.5,0,0.1001,0.7058
37.09,34.26,499.5,0,0.09709,0.7058
37.09,34.36,499.5,0,0.09592,0.7058
37.09,34.46,499.5,0,0.09686,0.7058
37.09,34.56,499.5,0,0.09952,0.7058
37.09,34.66,499.5,0,0.103,0.7058
37.09,34.76,499.5,0,0.1063,0.7058
37.09,34.86,499.5,0,0.1086,0.7058
37.09,34.96,499.5,0,0.1093,0.7058
37.09,35.06,499.5,0,0.1085,0.7058
37.09,35.16,499.5,0,0.1066,0.7058
37.09,35.26,499.5,0,0.1042,0.7058
37.09,35.36,499.5,0,0.1018,0.7058
37.09,35.46,499.5,0,0.1,0.7058
37.09,35.56,499.5,0,0.09909,0.7058
37.09,35.66,499.5,0,0.09909,0.7058
37.09,35.76,499.5,0,0.1,0.7058
36.99,26.56,499.5,0,0.003781,0.7058
36.99,26.66,499.5,0,0.004947,0.7058
36.99,26.76,499.5,0,0.006397,0.7058
36.99,26.86,499.5,0,0.008158,0.7058
36.99,26.96,499.5,0,0.01022,0.7058
36.99,27.06,499.5,0,0.01255,0.7058
36.99,27.16,499.5,0,0.01505,0.7058
36.99,27.26,499.5,0,0.01758,0.7058
36.99,27.36,499.5,0,0.01997,0.7058
36.99,27.46,499.5,0,0.02208,0.7058
36.99,27.56,499.5,0,0.02378,0.7058
36.99,27.66,499.5,0,0.02503,0.7058
36.99,27.76,499.5,0,0.02587,0.7058
36.99,27.86,499.5,0,0.02637,0.7058
36.99,27.96,499.5,0,0.02664,0.7058
36.99,28.06,499.5,0,0.02674,0.7058
36.99,28.16,499.5,0,0.02671,0.7058
36.99,28.26,499.5,0,0.02654,0.7058
36.99,28.36,499.5,0.0552566,0.02621,0.7058
36.99,28.46,499.5,0,0.0257,0.7058
36.99,28.56,499.5,0.0276283,0.02503,0.7058
36.99,28.66,499.5,0.0552566,0.0243,0.7058
36.99,28.76,499.5,0,0.02366,0.7058
36.99,28.86,499.5,0,0.0233,0.7058
36.99,28.96,499.5,0,0.02342,0.7058
36.99,29.06,499.5,0,0.0242,0.7058
36.99,29.16,499.5,0,0.02584,0.7058
36.99,29.26,499.5,0,0.02858,0.7058
36.99,29.36,499.5,0,0.03268,0.7058
36.99,29.46,499.5,0,0.03838,0.7058
36.99,29.56,499.5,0,0.04577,0.7058
36.99,29.66,499.5,0,0.05464,0.7058
36.99,29.76,499.5,0.0552566,0.06438,0.7058
36.99,29.86,499.5,0.110513,0.07395,0.7058
36.99,29.96,499.5,0.0828849,0.08206,0.7058
36.99,30.06,499.5,0,0.08739,0.7058
36.99,30.16,499.5,0,0.0889,0.7058
36.99,30.26,499.5,0,0.08616,0.7058
36.99,30.36,499.5,0,0.07941,0.7058
36.99,30.46,499.5,0,0.06955,0.7058
36.99,30.56,499.5,0,0.0579,0.7058
36.99,30.66,499.5,0.0276283,0.04589,0.7058
36.99,30.76,499.5,0,0.03478,0.7058
36.99,30.86,499.5,0,0.02543,0.7058
36.99,30.96,499.5,0,0.01827,0.7058
36.99,31.06,499.5,0,0.01338,0.7058
36.99,31.16,499.5,0,0.01055,0.7058
36.99,31.26,499.5,0,0.009501,0.7058
36.99,31.36,499.5,0,0.009925,0.7058
36.99,31.46,499.5,0,0.01156,0.7058
36.99,31.56,499.5,0,0.01419,0.7058
36.99,31.66,499.5,0,0.01759,0.7058
36.99,31.76,499.5,0,0.02153,0.7058
36.99,31.86,499.5,0,0.02574,0.7058
36.99,31.96,499.5,0,0.02991,0.7058
36.99,32.06,499.5,0,0.03374,0.7058
36.99,32.16,499.5,0,0.03692,0.7058
36.99,32.26,499.5,0,0.03918,0.7058
36.99,32.36,499.5,0,0.04036,0.7058
36.99,32.46,499.5,0,0.04046,0.7058
36.99,32.56,499.5,0,0.03969,0.7058
36.99,32.66,499.5,0,0.03859,0.7058
36.99,32.76,499.5,0,0.03794,0.7058
36.99,32.86,499.5,0,0.03871,0.7058
36.99,32.96,499.5,0,0.04191,0.7058
36.99,33.06,499.5,0,0.0483,0.7058
36.99,33.16,499.5,0,0.05822,0.7058
36.99,33.26,499.5,0,0.07137,0.7058
36.99,33.36,499.5,0,0.08672,0.7058
36.99,33.46,499.5,0.0552566,0.1027,0.7058
36.99,33.56,499.5,0,0.1173,0.7058
36.99,33.66,499.5,0,0.1286,0.7058
36.99,33.76,499.5,0.0276283,0.1354,0.7058
36.99,33.86,499.5,0,0.1372,0.7058
36.99,33.96,499.5,0,0.1345,0.7058
36.99,34.06,499.5,0,0.1285,0.7058
36.99,34.16,499.5,0,0.1211,0.7058
36.99,34.26,499.5,0.0276283,0.114,0.7058
36.99,34.36,499.5,0.0276283,0.1084,0.7058
36.99,34.46,499.5,0.0276283,0.1051,0.7058
36.99,34.56,499.5,0,0.1037,0.7058
36.99,34.66,499.5,0.0276283,0.1036,0.7058
36.99,34.76,499.5,0,0.1038,0.7058
36.99,34.86,499.5,0.0552566,0.1035,0.7058
36.99,34.96,499.5,0.0276283,0.1023,0.7058
36.99,35.06,499.5,0,0.1002,0.7058
36.99,35.16,499.5,0,0.09766,0.7058
36.99,35.26,499.5,0,0.09508,0.7058
36.99,35.36,499.5,0,0.09298,0.7058
36.99,35.46,499.5,0,0.09174,0.7058
36.99,35.56,499.5,0.0828849,0.09152,0.7058
36.99,35.66,499.5,0.110513,0.09234,0.7058
36.99,35.76,499.5,0,0.09409,0.7058
36.89,26.56,499.5,0,0.002736,0.7058
36.89,26.66,499.5,0,0.003716,0.7058
36.89,26.76,499.5,0,0.004999,0.7058
36.89,26.86,499.5,0,0.006635,0.7058
36.89,26.96,499.5,0,0.008651,0.7058
36.89,27.06,499.5,0,0.01104,0.7058
36.89,27.16,499.5,0,0.01372,0.7058
36.89,27.26,499.5,0,0.01657,0.7058
36.89,27.36,499.5,0,0.0194,0.7058
36.89,27.46,499.5,0,0.02203,0.7058
36.89,27.56,499.5,0,0.02429,0.7058
36.89,27.66,499.5,0,0.02608,0.7058
36.89,27.76,499.5,0,0.02737,0.7058
36.89,27.86,499.5,0,0.02818,0.7058
36.89,27.96,499.5,0,0.02858,0.7058
36.89,28.06,499.5,0,0.02864,0.7058
36.89,28.16,499.5,0,0.02841,0.7058
36.89,28.26,499.5,0,0.0279,0.7058
36.89,28.36,499.5,0,0.02714,0.7058
36.89,28.46,499.5,0,0.02617,0.7058
36.89,28.56,499.5,0,0.02505,0.7058
36.89,28.66,499.5,0,0.02392,0.7058
36.89,28.76,499.5,0,0.02297,0.7058
36.89,28.86,499.5,0,0.02243,0.7058
36.89,28.96,499.5,0,0.02256,0.7058
36.89,29.06,499.5,0,0.02365,0.7058
36.89,29.16,499.5,0.0276283,0.02604,0.7058
36.89,29.26,499.5,0.0552566,0.03013,0.7058
36.89,29.36,499.5,0.0276283,0.03632,0.7058
36.89,29.46,499.5,0,0.04494,0.7058
36.89,29.56,499.5,0,0.05608,0.7058
36.89,29.66,499.5,0,0.06935,0.7058
36.89,29.76,499.5,0,0.08385,0.7058
36.89,29.86,499.5,0,0.09809,0.7058
36.89,29.96,499.5,0,0.1102,0.7058
36.89,30.06,499.5,0,0.1184,0.7058
36.89,30.16,499.5,0.0276283,0.1213,0.7058
36.89,30.26,499.5,0.0276283,0.1182,0.7058
36.89,30.36,499.5,0,0.1094,0.7058
36.89,30.46,499.5,0,0.09632,0.7058
36.89,30.56,499.5,0,0.08066,0.7058
36.89,30.66,499.5,0,0.06442,0.7058
36.89,30.76,499.5,0,0.04936,0.7058
36.89,30.86,499.5,0,0.03665,0.7058
36.89,30.96,499.5,0,0.0269,0.7058
36.89,31.06,499.5,0,0.02014,0.7058
36.89,31.16,499.5,0.0276283,0.01611,0.7058
36.89,31.26,499.5,0.0276283,0.01437,0.7058
36.89,31.36,499.5,0.0276283,0.01453,0.7058
36.89,31.46,499.5,0.0552566,0.01625,0.7058
36.89,31.56,499.5,0.0276283,0.01927,0.7058
36.89,31.66,499.5,0.0276283,0.02333,0.7058
36.89,31.76,499.5,0,0.02814,0.7058
36.89,31.86,499.5,0,0.03334,0.7058
36.89,31.96,499.5,0,0.03853,0.7058
36.89,32.06,499.5,0,0.04329,0.7058
36.89,32.16,499.5,0,0.04721,0.7058
36.89,32.26,499.5,0,0.04998,0.7058
36.89,32.36,499.5,0,0.05141,0.7058
36.89,32.46,499.5,0,0.05152,0.7058
36.89,32.56,499.5,0,0.05062,0.7058
36.89,32.66,499.5,0,0.04932,0.7058
36.89,32.76,499.5,0,0.04856,0.7058
36.89,32.86,499.5,0,0.04949,0.7058
36.89,32.96,499.5,0,0.05327,0.7058
36.89,33.06,499.5,0,0.06084,0.7058
36.89,33.16,499.5,0,0.0726,0.7058
36.89,33.26,499.5,0,0.08821,0.7058
36.89,33.36,499.5,0,0.1065,0.7058
36.89,33.46,499.5,0,0.1257,0.7058
36.89,33.56,499.5,0,0.1433,0.7058
36.89,33.66,499.5,0,0.1572,0.7058
36.89,33.76,499.5,0,0.1657,0.7058
36.89,33.86,499.5,0,0.168,0.7058
36.89,33.96,499.5,0,0.1646,0.7058
36.89,34.06,499.5,0,0.1567,0.7058
36.89,34.16,499.5,0,0.1465,0.7058
36.89,34.26,499.5,0.0276283,0.1358,0.7058
36.89,34.36,499.5,0.0276283,0.1262,0.7058
36.89,34.46,499.5,0.0276283,0.1186,0.7058
36.89,34.56,499.5,0.0276283,0.1131,0.7058
36.89,34.66,499.5,0,0.1091,0.7058
36.89,34.76,499.5,0,0.1059,0.7058
36.89,34.86,499.5,0,0.1029,0.7058
36.89,34.96,499.5,0,0.09977,0.7058
36.89,35.06,499.5,0,0.09642,0.7058
36.89,35.16,499.5,0,0.0932,0.7058
36.89,35.26,499.5,0.0276283,0.09052,0.7058
36.89,35.36,499.5,0,0.08875,0.7058
36.89,35.46,499.5,0.110513,0.08809,0.7058
36.89,35.56,499.5,0.0276283,0.0886,0.7058
36.89,35.66,499.5,0.0276283,0.09018,0.7058
36.89,35.76,499.5,0.0276283,0.09267,0.7058
36.79,26.56,499.5,0.0828849,0.001954,0.7058
36.79,26.66,499.5,0,0.002759,0.7058
36.79,26.76,499.5,0,0.003855,0.7058
36.79,26.86,499.5,0,0.005305,0.7058
36.79,26.96,499.5,0.0276283,0.007152,0.7058
36.79,27.06,499.5,0.0276283,0.009405,0.7058
36.79,27.16,499.5,0.0276283,0.01202,0.7058
36.79,27.26,499.5,0,0.01487,0.7058
36.79,27.36,499.5,0.0276283,0.01779,0.7058
36.79,27.46,499.5,0,0.0206,0.7058
36.79,27.56,499.5,0,0.02309,0.7058
36.79,27.66,499.5,0,0.02514,0.7058
36.79,27.76,499.5,0,0.02666,0.7058
36.79,27.86,499.5,0,0.02765,0.7058
36.79,27.96,499.5,0,0.02813,0.7058
36.79,28.06,499.5,0,0.02814,0.7058
36.79,28.16,499.5,0,0.02774,0.7058
36.79,28.26,499.5,0,0.02697,0.7058
36.79,28.36,499.5,0,0.02592,0.7058
36.79,28.46,499.5,0,0.02465,0.7058
36.79,28.56,499.5,0,0.02328,0.7058
36.79,28.66,499.5,0,0.02196,0.7058
36.79,28.76,499.5,0,0.02091,0.7058
36.79,28.86,499.5,0,0.02037,0.7058
36.79,28.96,499.5,0,0.02068,0.7058
36.79,29.06,499.5,0,0.02222,0.7058
36.79,29.16,499.5,0,0.02549,0.7058
36.79,29.26,499.5,0,0.03105,0.7058
36.79,29.36,499.5,0,0.03946,0.7058
36.79,29.46,499.5,0,0.05116,0.7058
36.79,29.56,499.5,0,0.06623,0.7058
36.79,29.66,499.5,0,0.08413,0.7058
36.79,29.76,499.5,0,0.1036,0.7058
36.79,29.86,499.5,0,0.1227,0.7058
36.79,29.96,499.5,0,0.1391,0.7058
36.79,30.06,499.5,0,0.1503,0.7058
36.79,30.16,499.5,0.0276283,0.1546,0.7058
36.79,30.26,499.5,0.0276283,0.1512,0.7058
36.79,30.36,499.5,0.0276283,0.1405,0.7058
36.79,30.46,499.5,0,0.1242,0.7058
36.79,30.56,499.5,0,0.1047,0.7058
36.79,30.66,499.5,0,0.08438,0.7058
36.79,30.76,499.5,0,0.06558,0.7058
36.79,30.86,499.5,0,0.0498,0.7058
36.79,30.96,499.5,0,0.03773,0.7058
36.79,31.06,499.5,0,0.02938,0.7058
36.79,31.16,499.5,0.0276283,0.02436,0.7058
36.79,31.26,499.5,0.0276283,0.0221,0.7058
36.79,31.36,499.5,0.0552566,0.02209,0.7058
36.79,31.46,499.5,0.0276283,0.02393,0.7058
36.79,31.56,499.5,0.0552566,0.0273,0.7058
36.79,31.66,499.5,0,0.03192,0.7058
36.79,31.76,499.5,0,0.03742,0.7058
36.79,31.86,499.5,0,0.04334,0.7058
36.79,31.96,499.5,0,0.04919,0.7058
36.79,32.06,499.5,0,0.05443,0.7058
36.79,32.16,499.5,0,0.05861,0.7058
36.79,32.26,499.5,0.0276283,0.06142,0.7058
36.79,32.36,499.5,0,0.0627,0.7058
36.79,32.46,499.5,0,0.06256,0.7058
36.79,32.56,499.5,0,0.06137,0.7058
36.79,32.66,499.5,0,0.05983,0.7058
36.79,32.76,499.5,0,0.05897,0.7058
36.79,32.86,499.5,0,0.06002,0.7058
36.79,32.96,499.5,0,0.06425,0.7058
36.79,33.06,499.5,0,0.07269,0.7058
36.79,33.16,499.5,0,0.08583,0.7058
36.79,33.26,499.5,0,0.1034,0.7058
36.79,33.36,499.5,0,0.1241,0.7058
36.79,33.46,499.5,0,0.146,0.7058
36.79,33.56,499.5,0,0.1666,0.7058
36.79,33.66,499.5,0,0.1833,0.7058
36.79,33.76,499.5,0,0.1942,0.7058
36.79,33.86,499.5,0,0.1981,0.7058
36.79,33.96,499.5,0,0.1954,0.7058
36.79,34.06,499.5,0,0.1872,0.7058
36.79,34.16,499.5,0,0.1754,0.7058
36.79,34.26,499.5,0,0.1623,0.7058
36.79,34.36,499.5,0,0.1496,0.7058
36.79,34.46,499.5,0,0.1383,0.7058
36.79,34.56,499.5,0,0.1289,0.7058
36.79,34.66,499.5,0,0.1212,0.7058
36.79,34.76,499.5,0,0.1147,0.7058
36.79,34.86,499.5,0,0.1089,0.7058
36.79,34.96,499.5,0,0.1035,0.7058
36.79,35.06,499.5,0,0.09875,0.7058
36.79,35.16,499.5,0,0.09475,0.7058
36.79,35.26,499.5,0,0.09183,0.7058
36.79,35.36,499.5,0.0552566,0.09023,0.7058
36.79,35.46,499.5,0.110513,0.09001,0.7058
36.79,35.56,499.5,0.0276283,0.09111,0.7058
36.79,35.66,499.5,0,0.09335,0.7058
36.79,35.76,499.5,0,0.09646,0.7058
36.69,26.56,499.5,0,0.001381,0.7058
36.69,26.66,499.5,0,0.002016,0.7058
36.69,26.76,499.5,0,0.002905,0.7058
36.69,26.86,499.5,0,0.00411,0.7058
36.69,26.96,499.5,0,0.005678,0.7058
36.69,27.06,499.5,0.0276283,0.007631,0.7058
36.69,27.16,499.5,0.0276283,0.009936,0.7058
36.69,27.26,499.5,0.0276283,0.01251,0.7058
36.69,27.36,499.5,0.0276283,0.0152,0.7058
36.69,27.46,499.5,0.0552566,0.01784,0.7058
36.69,27.56,499.5,0,0.02025,0.7058
36.69,27.66,499.5,0,0.02228,0.7058
36.69,27.76,499.5,0,0.02385,0.7058
36.69,27.86,499.5,0,0.02489,0.7058
36.69,27.96,499.5,0,0.0254,0.7058
36.69,28.06,499.5,0,0.02542,0.7058
36.69,28.16,499.5,0,0.02498,0.7058
36.69,28.26,499.5,0,0.02418,0.7058
36.69,28.36,499.5,0,0.02309,0.7058
36.69,28.46,499.5,0,0.02184,0.7058
36.69,28.56,499.5,0,0.02055,0.7058
36.69,28.66,499.5,0,0.01937,0.7058
36.69,28.76,499.5,0,0.01851,0.7058
36.69,28.86,499.5,0,0.01823,0.7058
36.69,28.96,499.5,0,0.0189,0.7058
36.69,29.06,499.5,0,0.02099,0.7058
36.69,29.16,499.5,0,0.02514,0.7058
36.69,29.26,499.5,0,0.03207,0.7058
36.69,29.36,499.5,0,0.04252,0.7058
36.69,29.46,499.5,0,0.05701,0.7058
36.69,29.56,499.5,0,0.07561,0.7058
36.69,29.66,499.5,0,0.09765,0.7058
36.69,29.76,499.5,0,0.1216,0.7058
36.69,29.86,499.5,0,0.145,0.7058
36.69,29.96,499.5,0,0.165,0.7058
36.69,30.06,499.5,0,0.1788,0.7058
36.69,30.16,499.5,0,0.1843,0.7058
36.69,30.26,499.5,0,0.1806,0.7058
36.69,30.36,499.5,0,0.1683,0.7058
36.69,30.46,499.5,0,0.1494,0.7058
36.69,30.56,499.5,0,0.1267,0.7058
36.69,30.66,499.5,0,0.1033,0.7058
36.69,30.76,499.5,0,0.0818,0.7058
36.69,30.86,499.5,0,0.06394,0.7058
36.69,30.96,499.5,0,0.05045,0.7058
36.69,31.06,499.5,0,0.04124,0.7058
36.69,31.16,499.5,0,0.03575,0.7058
36.69,31.26,499.5,0.0276283,0.03325,0.7058
36.69,31.36,499.5,0,0.03313,0.7058
36.69,31.46,499.5,0,0.03496,0.7058
36.69,31.56,499.5,0.0276283,0.03841,0.7058
36.69,31.66,499.5,0,0.04318,0.7058
36.69,31.76,499.5,0,0.04887,0.7058
36.69,31.86,499.5,0,0.05495,0.7058
36.69,31.96,499.5,0,0.06085,0.7058
36.69,32.06,499.5,0,0.06598,0.7058
36.69,32.16,499.5,0,0.06988,0.7058
36.69,32.26,499.5,0.0276283,0.07227,0.7058
36.69,32.36,499.5,0.0828849,0.07311,0.7058
36.69,32.46,499.5,0.0828849,0.07257,0.7058
36.69,32.56,499.5,0,0.07111,0.7058
36.69,32.66,499.5,0,0.06945,0.7058
36.69,32.76,499.5,0,0.06861,0.7058
36.69,32.86,499.5,0.0276283,0.06983,0.7058
36.69,32.96,499.5,0.0276283,0.07438,0.7058
36.69,33.06,499.5,0,0.08333,0.7058
36.69,33.16,499.5,0,0.09726,0.7058
36.69,33.26,499.5,0,0.116,0.7058
36.69,33.36,499.5,0,0.1383,0.7058
36.69,33.46,499.5,0,0.1624,0.7058
36.69,33.56,499.5,0.0276283,0.1855,0.7058
36.69,33.66,499.5,0,0.2051,0.7058
36.69,33.76,499.5,0,0.2189,0.7058
36.69,33.86,499.5,0,0.2256,0.7058
36.69,33.96,499.5,0,0.225,0.7058
36.69,34.06,499.5,0,0.2181,0.7058
36.69,34.16,499.5,0,0.2066,0.7058
36.69,34.26,499.5,0,0.1925,0.7058
36.69,34.36,499.5,0,0.1778,0.7058
36.69,34.46,499.5,0,0.1638,0.7058
36.69,34.56,499.5,0,0.1511,0.7058
36.69,34.66,499.5,0,0.14,0.7058
36.69,34.76,499.5,0,0.1302,0.7058
36.69,34.86,499.5,0,0.1216,0.7058
36.69,34.96,499.5,0,0.1141,0.7058
36.69,35.06,499.5,0,0.1077,0.7058
36.69,35.16,499.5,0,0.1028,0.7058
36.69,35.26,499.5,0,0.09941,0.7058
36.69,35.36,499.5,0,0.09779,0.7058
36.69,35.46,499.5,0,0.09784,0.7058
36.69,35.56,499.5,0,0.0994,0.7058
36.69,35.66,499.5,0,0.1022,0.7058
36.69,35.76,499.5,0,0.1058,0.7058
36.59,26.56,499.5,0,0.0009654,0.7058
36.59,26.66,499.5,0,0.001442,0.7058
36.59,26.76,499.5,0,0.002118,0.7058
36.59,26.86,499.5,0,0.003048,0.7058
36.59,26.96,499.5,0.0276283,0.004276,0.7058
36.59,27.06,499.5,0.0276283,0.005825,0.7058
36.59,27.16,499.5,0,0.00768,0.7058
36.59,27.26,499.5,0,0.00978,0.7058
36.59,27.36,499.5,0.0276283,0.01202,0.7058
36.59,27.46,499.5,0,0.01426,0.7058
36.59,27.56,499.5,0,0.01636,0.7058
36.59,27.66,499.5,0.0276283,0.01818,0.7058
36.59,27.76,499.5,0,0.01964,0.7058
36.59,27.86,499.5,0,0.02066,0.7058
36.59,27.96,499.5,0,0.02122,0.7058
