Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
38.39,28.06,499.5,0.0276283,0.00002538,0.7058
38.39,28.16,499.5,0,0.00001459,0.7058
38.39,28.26,499.5,0,0.000008229,0.7058
38.39,28.36,499.5,0.0276283,0.000004813,0.7058
38.39,28.46,499.5,0,0.000003195,0.7058
38.39,28.56,499.5,0.0276283,0.000002604,0.7058
38.39,28.66,499.5,0.0276283,0.000002565,0.7058
38.39,28.76,499.5,0,0.00000281,0.7058
38.39,28.86,499.5,0,0.000003181,0.7058
38.39,28.96,499.5,0,0.00000356,0.7058
38.39,29.06,499.5,0,0.000003898,0.7058
38.39,29.16,499.5,0,0.000004095,0.7058
38.39,29.26,499.5,0,0.000004102,0.7058
38.39,29.36,499.5,0,0.0000039,0.7058
38.39,29.46,499.5,0,0.00000351,0.7058
38.39,29.56,499.5,0,0.000002983,0.7058
38.39,29.66,499.5,0,0.00000239,0.7058
38.39,29.76,499.5,0,0.000001804,0.7058
38.39,29.86,499.5,0,0.000001281,0.7058
38.39,29.96,499.5,0,8.564E-007,0.7058
38.39,30.06,499.5,0,5.384E-007,0.7058
38.39,30.16,499.5,0,3.602E-007,0.7058
38.39,30.26,499.5,0,2.923E-007,0.7058
38.39,30.36,499.5,0,3.911E-007,0.7058
38.39,30.46,499.5,0,7.729E-007,0.7058
38.39,30.56,499.5,0,0.000001688,0.7058
38.39,30.66,499.5,0,0.000003601,0.7058
38.39,30.76,499.5,0,0.000007282,0.7058
38.39,30.86,499.5,0,0.00001387,0.7058
38.39,30.96,499.5,0.0276283,0.00002486,0.7058
38.39,31.06,499.5,0.0552566,0.0000419,0.7058
38.39,31.16,499.5,0.0828849,0.00006641,0.7058
38.39,31.26,499.5,0.0552566,0.000099,0.7058
38.39,31.36,499.5,0,0.0001388,0.7058
38.39,31.46,499.5,0.0276283,0.000183,0.7058
38.39,31.56,499.5,0,0.0002268,0.7058
38.39,31.66,499.5,0.0552566,0.0002645,0.7058
38.39,31.76,499.5,0.0276283,0.00029,0.7058
38.39,31.86,499.5,0,0.0002991,0.7058
38.39,31.96,499.5,0.0552566,0.00029,0.7058
38.39,32.06,499.5,0,0.0002645,0.7058
38.39,32.16,499.5,0.0276283,0.0002268,0.7058
38.39,32.26,499.5,0.0276283,0.000183,0.7058
38.39,32.36,499.5,0.0276283,0.0001388,0.7058
38.39,32.46,499.5,0,0.00009903,0.7058
38.39,32.56,499.5,0,0.00006817,0.7058
38.39,32.66,499.5,0.0276283,0.00004663,0.7058
38.39,32.76,499.5,0,0.00003697,0.7058
38.39,32.86,499.5,0.0276283,0.00004286,0.7058
38.39,32.96,499.5,0,0.00007427,0.7058
38.39,33.06,499.5,0,0.000147,0.7058
38.39,33.16,499.5,0,0.0002913,0.7058
38.39,33.26,499.5,0.0276283,0.000553,0.7058
38.39,33.36,499.5,0,0.0009949,0.7058
38.39,33.46,499.5,0,0.001698,0.7058
38.39,33.56,499.5,0,0.002744,0.7058
38.39,33.66,499.5,0,0.004204,0.7058
38.39,33.76,499.5,0.0276283,0.006125,0.7058
38.39,33.86,499.5,0.0276283,0.008513,0.7058
38.39,33.96,499.5,0.0276283,0.01134,0.7058
38.39,34.06,499.5,0,0.01456,0.7058
38.39,34.16,499.5,0,0.01815,0.7058
38.39,34.26,499.5,0,0.02217,0.7058
38.39,34.36,499.5,0,0.02677,0.7058
38.39,34.46,499.5,0,0.03219,0.7058
38.39,34.56,499.5,0,0.03868,0.7058
38.39,34.66,499.5,0,0.04637,0.7058
38.39,34.76,499.5,0,0.05515,0.7058
38.39,34.86,499.5,0,0.06458,0.7058
38.39,34.96,499.5,0,0.0739,0.7058
38.39,35.06,499.5,0,0.08213,0.7058
38.39,35.16,499.5,0,0.08838,0.7058
38.39,35.26,499.5,0,0.09196,0.7058
38.39,35.36,499.5,0,0.09262,0.7058
38.39,35.46,499.5,0,0.0905,0.7058
38.39,35.56,499.5,0,0.08606,0.7058
38.39,35.66,499.5,0,0.07994,0.7058
38.39,35.76,499.5,0,0.07282,0.7058
38.29,26.56,499.5,0,0.0004014,0.7058
38.29,26.66,499.5,0,0.0004796,0.7058
38.29,26.76,499.5,0.0828849,0.0005573,0.7058
38.29,26.86,499.5,0.0276283,0.0006271,0.7058
38.29,26.96,499.5,0.0828849,0.0006804,0.7058
38.29,27.06,499.5,0.110513,0.0007087,0.7058
38.29,27.16,499.5,0.0552566,0.0007055,0.7058
38.29,27.26,499.5,0,0.0006687,0.7058
38.29,27.36,499.5,0.0552566,0.0006013,0.7058
38.29,27.46,499.5,0.0276283,0.0005115,0.7058
38.29,27.56,499.5,0.0552566,0.0004108,0.7058
38.29,27.66,499.5,0.0276283,0.0003111,0.7058
38.29,27.76,499.5,0.0276283,0.000222,0.7058
38.29,27.86,499.5,0,0.0001494,0.7058
38.29,27.96,499.5,0.0276283,0.00009508,0.7058
38.29,28.06,499.5,0,0.00005757,0.7058
38.29,28.16,499.5,0.0276283,0.0000337,0.7058
38.29,28.26,499.5,0,0.00001977,0.7058
38.29,28.36,499.5,0,0.00001244,0.7058
38.29,28.46,499.5,0.0552566,0.000009165,0.7058
38.29,28.56,499.5,0.0552566,0.000008209,0.7058
38.29,28.66,499.5,0,0.00000852,0.7058
38.29,28.76,499.5,0,0.000009492,0.7058
38.29,28.86,499.5,0.0552566,0.00001075,0.7058
38.29,28.96,499.5,0,0.000012,0.7058
38.29,29.06,499.5,0,0.00001309,0.7058
38.29,29.16,499.5,0,0.00001371,0.7058
38.29,29.26,499.5,0,0.00001373,0.7058
38.29,29.36,499.5,0.0276283,0.00001309,0.7058
38.29,29.46,499.5,0,0.00001186,0.7058
38.29,29.56,499.5,0.0276283,0.00001021,0.7058
38.29,29.66,499.5,0,0.000008367,0.7058
38.29,29.76,499.5,0.0276283,0.000006567,0.7058
38.29,29.86,499.5,0.0276283,0.000004981,0.7058
38.29,29.96,499.5,0,0.000003699,0.7058
38.29,30.06,499.5,0.0276283,0.000002732,0.7058
38.29,30.16,499.5,0,0.000002127,0.7058
38.29,30.26,499.5,0,0.000001792,0.7058
38.29,30.36,499.5,0,0.000001834,0.7058
38.29,30.46,499.5,0,0.000002503,0.7058
38.29,30.56,499.5,0,0.000004359,0.7058
38.29,30.66,499.5,0,0.000008444,0.7058
38.29,30.76,499.5,0,0.00001648,0.7058
38.29,30.86,499.5,0,0.00003102,0.7058
38.29,30.96,499.5,0,0.00005538,0.7058
38.29,31.06,499.5,0,0.00009326,0.7058
38.29,31.16,499.5,0,0.0001478,0.7058
38.29,31.26,499.5,0,0.0002204,0.7058
38.29,31.36,499.5,0,0.0003092,0.7058
38.29,31.46,499.5,0,0.0004077,0.7058
38.29,31.56,499.5,0,0.0005057,0.7058
38.29,31.66,499.5,0,0.0005898,0.7058
38.29,31.76,499.5,0,0.0006469,0.7058
38.29,31.86,499.5,0,0.0006672,0.7058
38.29,31.96,499.5,0.0552566,0.0006471,0.7058
38.29,32.06,499.5,0.221027,0.0005903,0.7058
38.29,32.16,499.5,0.0552566,0.0005064,0.7058
38.29,32.26,499.5,0.0552566,0.0004086,0.7058
38.29,32.36,499.5,0.0276283,0.0003101,0.7058
38.29,32.46,499.5,0.110513,0.0002215,0.7058
38.29,32.56,499.5,0.0828849,0.0001501,0.7058
38.29,32.66,499.5,0.0276283,0.00009762,0.7058
38.29,32.76,499.5,0.221027,0.00006509,0.7058
38.29,32.86,499.5,0.0276283,0.00005293,0.7058
38.29,32.96,499.5,0,0.00006668,0.7058
38.29,33.06,499.5,0.0276283,0.0001154,0.7058
38.29,33.16,499.5,0.0276283,0.0002206,0.7058
38.29,33.26,499.5,0,0.0004173,0.7058
38.29,33.36,499.5,0,0.0007555,0.7058
38.29,33.46,499.5,0.0276283,0.001305,0.7058
38.29,33.56,499.5,0,0.002144,0.7058
38.29,33.66,499.5,0.0552566,0.003351,0.7058
38.29,33.76,499.5,0,0.005003,0.7058
38.29,33.86,499.5,0,0.007157,0.7058
38.29,33.96,499.5,0,0.009852,0.7058
38.29,34.06,499.5,0,0.01312,0.7058
38.29,34.16,499.5,0,0.01702,0.7058
38.29,34.26,499.5,0,0.02163,0.7058
38.29,34.36,499.5,0,0.02712,0.7058
38.29,34.46,499.5,0.0276283,0.03369,0.7058
38.29,34.56,499.5,0,0.04152,0.7058
38.29,34.66,499.5,0.0276283,0.05068,0.7058
38.29,34.76,499.5,0.0552566,0.06099,0.7058
38.29,34.86,499.5,0,0.07195,0.7058
38.29,34.96,499.5,0.0276283,0.08272,0.7058
38.29,35.06,499.5,0,0.09231,0.7058
38.29,35.16,499.5,0,0.09975,0.7058
38.29,35.26,499.5,0.0276283,0.1043,0.7058
