eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor9,SemiMinor9,ErrorStrik,depth,depthError,magnitude,sigmaMagni,magnitudeT
189,EMCA,1889,2,25,6,8,0.000000000000000,,76.900000000000006,43.100000000000001,,,,15.000000000000000,,5.000000000000000,,
191,EMCA,1889,7,11,22,14,0.000000000000000,,78.700000000000003,43.200000000000003,,,,40.000000000000000,,8.300000000000001,,
192,EMCA,1889,7,18,20,30,0.000000000000000,,74.900000000000006,42.799999999999997,,,,20.000000000000000,,5.800000000000000,,
196,EMCA,1889,11,22,0,0,0.000000000000000,,80.299999999999997,44.200000000000003,,,,12.000000000000000,,5.500000000000000,,
198,EMCA,1890,2,25,17,30,0.000000000000000,,78.000000000000000,43.000000000000000,,,,40.000000000000000,,6.400000000000000,,
199,EMCA,1890,4,30,23,0,0.000000000000000,,82.599999999999994,46.600000000000001,,,,20.000000000000000,,5.000000000000000,,
202,EMCA,1891,5,17,19,0,0.000000000000000,,69.299999999999997,41.299999999999997,,,,10.000000000000000,,4.000000000000000,,
204,EMCA,1892,9,18,20,46,0.000000000000000,,66.500000000000000,40.700000000000003,,,,28.000000000000000,,6.100000000000000,,
206,EMCA,1893,11,4,4,28,0.000000000000000,,75.799999999999997,42.700000000000003,,,,15.000000000000000,,6.000000000000000,,
207,EMCA,1893,11,5,3,30,0.000000000000000,,69.400000000000006,39.500000000000000,,,,40.000000000000000,,5.900000000000000,,
211,EMCA,1893,12,25,0,0,0.000000000000000,,80.299999999999997,41.200000000000003,,,,33.000000000000000,,6.500000000000000,,
212,EMCA,1894,7,28,0,0,0.000000000000000,,71.200000000000003,41.000000000000000,,,,10.000000000000000,,5.000000000000000,,
213,EMCA,1894,10,19,14,30,0.000000000000000,,84.000000000000000,50.799999999999997,,,,26.000000000000000,,5.900000000000000,,
216,EMCA,1895,1,18,0,0,0.000000000000000,,82.700000000000003,46.700000000000003,,,,20.000000000000000,,5.000000000000000,,
226,EMCA,1896,1,15,18,40,0.000000000000000,,70.900000000000006,41.500000000000000,,,,23.000000000000000,,6.600000000000000,,
227,EMCA,1896,2,27,7,20,0.000000000000000,,77.299999999999997,42.799999999999997,,,,10.000000000000000,,4.600000000000000,,
229,EMCA,1896,6,1,0,0,0.000000000000000,,78.400000000000006,44.299999999999997,,,,15.000000000000000,,5.400000000000000,,
238,EMCA,1897,9,17,15,10,0.000000000000000,,68.400000000000006,39.799999999999997,,,,25.000000000000000,,6.600000000000000,,
239,EMCA,1897,9,17,17,19,0.000000000000000,,68.000000000000000,39.899999999999999,,,,45.000000000000000,,6.700000000000000,,
244,EMCA,1901,5,21,19,0,0.000000000000000,,83.500000000000000,50.299999999999997,,,,17.000000000000000,,5.600000000000000,,
247,EMCA,1902,2,13,3,56,0.000000000000000,,76.000000000000000,41.399999999999999,,,,15.000000000000000,,5.400000000000000,,
252,EMCA,1902,8,12,17,16,0.000000000000000,,68.500000000000000,39.500000000000000,,,,35.000000000000000,,6.000000000000000,,
274,EMCA,1903,3,28,8,55,10.000000000000000,,72.700000000000003,40.799999999999997,,,,14.000000000000000,,6.100000000000000,,
282,EMCA,1904,4,15,18,0,0.000000000000000,,84.799999999999997,50.500000000000000,,,,15.000000000000000,,5.400000000000000,,
285,EMCA,1904,7,5,17,35,0.000000000000000,,48.000000000000000,46.399999999999999,,,,20.000000000000000,,4.500000000000000,,
