  26.56     38.79   0.3838E-05
  26.66     38.79   0.4579E-05
  26.76     38.79   0.5311E-05
  26.86     38.79   0.5968E-05
  26.96     38.79   0.6467E-05
  27.06     38.79   0.6729E-05
  27.16     38.79   0.6694E-05
  27.26     38.79   0.6342E-05
  27.36     38.79   0.5703E-05
  27.46     38.79   0.4853E-05
  27.56     38.79   0.3900E-05
  27.66     38.79   0.2955E-05
  27.76     38.79   0.2109E-05
  27.86     38.79   0.1417E-05
  27.96     38.79   0.8962E-06
  28.06     38.79   0.5332E-06
  28.16     38.79   0.2984E-06
  28.26     38.79   0.1571E-06
  28.36     38.79   0.7785E-07
  28.46     38.79   0.3628E-07
  28.56     38.79   0.1591E-07
  28.66     38.79   0.6561E-08
  28.76     38.79   0.2546E-08
  28.86     38.79   0.9294E-09
  28.96     38.79   0.0000E+00
  29.06     38.79   0.0000E+00
  29.16     38.79   0.0000E+00
  29.26     38.79   0.0000E+00
  29.36     38.79   0.0000E+00
  29.46     38.79   0.0000E+00
  29.56     38.79   0.0000E+00
  29.66     38.79   0.0000E+00
  29.76     38.79   0.0000E+00
  29.86     38.79   0.0000E+00
  29.96     38.79   0.0000E+00
  30.06     38.79   0.0000E+00
  30.16     38.79   0.9294E-09
  30.26     38.79   0.2546E-08
  30.36     38.79   0.6561E-08
  30.46     38.79   0.1591E-07
  30.56     38.79   0.3628E-07
  30.66     38.79   0.7785E-07
  30.76     38.79   0.1572E-06
  30.86     38.79   0.2984E-06
  30.96     38.79   0.5331E-06
  31.06     38.79   0.8960E-06
  31.16     38.79   0.1417E-05
  31.26     38.79   0.2107E-05
  31.36     38.79   0.2948E-05
  31.46     38.79   0.3881E-05
  31.56     38.79   0.4806E-05
  31.66     38.79   0.5599E-05
  31.76     38.79   0.6136E-05
  31.86     38.79   0.6326E-05
  31.96     38.79   0.6136E-05
  32.06     38.79   0.5599E-05
  32.16     38.79   0.4806E-05
  32.26     38.79   0.3881E-05
  32.36     38.79   0.2948E-05
  32.46     38.79   0.2107E-05
  32.56     38.79   0.5721E-05
  32.66     38.79   0.1249E-04
  32.76     38.79   0.2997E-04
  32.86     38.79   0.7063E-04
  32.96     38.79   0.1588E-03
  33.06     38.79   0.3365E-03
  33.16     38.79   0.6719E-03
  33.26     38.79   0.1264E-02
  33.36     38.79   0.2240E-02
  33.46     38.79   0.3745E-02
  33.56     38.79   0.5900E-02
  33.66     38.79   0.8765E-02
  33.76     38.79   0.1229E-01
  33.86     38.79   0.1630E-01
  33.96     38.79   0.2048E-01
  34.06     38.79   0.2448E-01
  34.16     38.79   0.2800E-01
  34.26     38.79   0.3093E-01
  34.36     38.79   0.3340E-01
  34.46     38.79   0.3580E-01
  34.56     38.79   0.3861E-01
  34.66     38.79   0.4227E-01
  34.76     38.79   0.4691E-01
  34.86     38.79   0.5228E-01
  34.96     38.79   0.5775E-01
  35.06     38.79   0.6248E-01
  35.16     38.79   0.6566E-01
  35.26     38.79   0.6674E-01
  35.36     38.79   0.6554E-01
  35.46     38.79   0.6227E-01
  35.56     38.79   0.5737E-01
  35.66     38.79   0.5142E-01
  35.76     38.79   0.4499E-01
  26.56     38.69   0.1088E-04
  26.66     38.69   0.1298E-04
  26.76     38.69   0.1506E-04
  26.86     38.69   0.1693E-04
  26.96     38.69   0.1835E-04
  27.06     38.69   0.1909E-04
  27.16     38.69   0.1900E-04
  27.26     38.69   0.1800E-04
  27.36     38.69   0.1618E-04
  27.46     38.69   0.1377E-04
  27.56     38.69   0.1106E-04
  27.66     38.69   0.8379E-05
  27.76     38.69   0.5978E-05
  27.86     38.69   0.4014E-05
  27.96     38.69   0.2537E-05
  28.06     38.69   0.1508E-05
  28.16     38.69   0.8435E-06
  28.26     38.69   0.4438E-06
  28.36     38.69   0.2196E-06
  28.46     38.69   0.1022E-06
  28.56     38.69   0.4478E-07
  28.66     38.69   0.1845E-07
  28.76     38.69   0.7148E-08
  28.86     38.69   0.2606E-08
  28.96     38.69   0.0000E+00
  29.06     38.69   0.0000E+00
  29.16     38.69   0.0000E+00
  29.26     38.69   0.0000E+00
  29.36     38.69   0.0000E+00
  29.46     38.69   0.0000E+00
  29.56     38.69   0.0000E+00
  29.66     38.69   0.0000E+00
  29.76     38.69   0.0000E+00
  29.86     38.69   0.0000E+00
  29.96     38.69   0.0000E+00
  30.06     38.69   0.0000E+00
  30.16     38.69   0.2606E-08
  30.26     38.69   0.7148E-08
  30.36     38.69   0.1845E-07
  30.46     38.69   0.4478E-07
  30.56     38.69   0.1022E-06
  30.66     38.69   0.2196E-06
  30.76     38.69   0.4438E-06
  30.86     38.69   0.8434E-06
  30.96     38.69   0.1508E-05
  31.06     38.69   0.2536E-05
  31.16     38.69   0.4012E-05
  31.26     38.69   0.5971E-05
  31.36     38.69   0.8359E-05
  31.46     38.69   0.1101E-04
  31.56     38.69   0.1364E-04
  31.66     38.69   0.1589E-04
  31.76     38.69   0.1742E-04
  31.86     38.69   0.1796E-04
  31.96     38.69   0.1742E-04
  32.06     38.69   0.1589E-04
  32.16     38.69   0.1364E-04
  32.26     38.69   0.1101E-04
  32.36     38.69   0.8359E-05
  32.46     38.69   0.5972E-05
  32.56     38.69   0.7703E-05
  32.66     38.69   0.1249E-04
  32.76     38.69   0.2682E-04
  32.86     38.69   0.6140E-04
  32.96     38.69   0.1374E-03
  33.06     38.69   0.2912E-03
  33.16     38.69   0.5822E-03
  33.26     38.69   0.1097E-02
  33.36     38.69   0.1948E-02
  33.46     38.69   0.3264E-02
